Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,26800
LS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,32000,290000
Expedition,Dammam,Ford,Automatic,Saudi,Full,2016,3.6,265000,115000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,29000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,136000
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,95000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,58000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,69000
Mustang,Dammam,Ford,Manual,Other,Full,2010,4.6,170,42000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2012,3.5,452000,40000
Tahoe,Aseer,Chevrolet,Automatic,Other,Full,2008,3.9,300,29000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,56500
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,17000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,38000
Hilux,Najran,Toyota,Manual,Saudi,Full,2017,2.7,119000,69000
Blazer,Khobar,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,63000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2014,2.0,152000,55000
IS,Al-Ahsa,Lexus,Automatic,Other,Full,2010,3.5,165000,45000
Genesis,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,77000
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2017,5.0,90000,250000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
Furniture,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,343000,60000
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,85000
F150,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.5,180000,60000
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,45000
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,26000
IS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,197000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,156000,47000
S,Tabouk,Mercedes,Automatic,Gulf Arabic,Full,2003,3.0,440000,16000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,62500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2017,2.4,125000,65000
Camry,Najran,Toyota,Manual,Saudi,Full,2005,1.6,360000,22000
S,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,67000,235000
S,Dammam,Mercedes,Automatic,Other,Full,2007,4.0,315000,42000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
ES,Jeddah,Lexus,Automatic,Other,Full,2007,3.5,196000,25000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.6,3549,286500
E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,185000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2019,3.0,6000,470000
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2007,2.5,570000,27000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,41500
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,45500
A,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,60000
Touareg,Jeddah,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,12000
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,163000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,105,425000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,42500
Carnival,Jazan,Kia,Automatic,Saudi,Full,2016,3.3,21000,65000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
Lumina,Khobar,Chevrolet,Automatic,Saudi,Standard,2006,3.8,306000,9000
LX,Abha,Lexus,Automatic,Other,Full,2005,4.8,225000,45000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,33000
GX,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,25000
Dzire,Riyadh,Suzuki,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,151000
Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,1999,1.0,4000,10000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,49000
Cerato,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,38000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,108000
F150,Dammam,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,140000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,184000,70000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,23000
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,180000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,175000,63000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,98000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,80000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2012,4.0,94000,95000
Camry,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,85000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37000,28000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,77000
Yaris,Qassim,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,35000
C300,Dammam,Chrysler,Automatic,Other,Full,2005,5.7,331000,15000
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,130000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,190000
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,110000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,78500
ES,Dammam,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,115000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2019,4.0,58428,138500
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,3.0,105000,190000
Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,23000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,53000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,22000
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,77000
Accent,Jeddah,Hyundai,Automatic,Other,Standard,2016,1.4,151000,25000
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2010,1.4,273000,12000
Taurus,Dammam,Ford,Automatic,Other,Full,2018,3.5,100000,89000
Copper,Jeddah,MINI,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,80000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,32000
EC7,Jeddah,Geely,Automatic,Saudi,Full,2014,1.6,229000,18000
Eado,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.6,84000,42500
Nitro,Riyadh,Dodge,Automatic,Saudi,Semi Full,2011,3.7,346410,15000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,63000,58000
Corolla,Qassim,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,53000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,121000,48000
Navara,Aseer,Nissan,Automatic,Gulf Arabic,Full,2014,2.5,167,35000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,104000,72000
S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.6,66000,122000
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,2.7,28000,110000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,58000
Accord,Aseer,Honda,Automatic,Saudi,Full,2016,3.5,167000,72000
Sierra,Aseer,GMC,Automatic,Saudi,Full,2016,5.3,144000,95000
Fusion,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,2.5,118000,43000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,106818,29500
S,Riyadh,Mercedes,Automatic,Saudi,Full,2012,3.0,105,98000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2016,4.0,179812,155000
H1,Al-Jouf,Hyundai,Automatic,Saudi,Full,2012,2.4,240,25000
GS,Dammam,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,137000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,25234,44000
Avante,Al-Ahsa,Hyundai,Automatic,Other,Full,2017,1.6,110750,60000
Cruze,Makkah,Chevrolet,Automatic,Saudi,Standard,2013,1.6,181000,10000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2010,4.6,310000,81000
Altima,Jeddah,Nissan,Automatic,Saudi,Semi Full,2013,2.5,134000,35000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,61000,63000
Yukon,Aseer,GMC,Automatic,Saudi,Full,2021,5.3,3700,310000
Silverado,Hail,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,179000,95000
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2019,2.0,18000,95000
X,Riyadh,BMW,Automatic,Other,Standard,2020,3.0,15900,270000
Sierra,Dammam,GMC,Automatic,Saudi,Full,2021,9.0,100,178000
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,73909,116500
C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,140000,105000
CX5,Makkah,Mazda,Automatic,Saudi,Full,2021,2.5,4950,117000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,87000,50000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,108708,24000
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019,1.4,92000,36000
Elantra,Qassim,Hyundai,Automatic,Other,Semi Full,2017,1.6,91269,50000
MKX,Al-Ahsa,Lincoln,Automatic,Saudi,Semi Full,2017,3.5,75000,125000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,92736,146500
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,2.0,255000,53000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,95000,52000
Dokker,Riyadh,Renault,Manual,Saudi,Semi Full,2016,1.0,155000,20000
Carnival,Dammam,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,85000,62000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,120000,48000
H1,Tabouk,Hyundai,Automatic,Gulf Arabic,Semi Full,2013,2.4,246,31000
6,Dammam,Mazda,Automatic,Saudi,Standard,2018,2.5,71169,65000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2014,2.4,216000,41000
Z350,Dammam,Nissan,Automatic,Saudi,Semi Full,2006,3.5,105342,50000
Yaris,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,1.6,18000,36000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,104330,41500
3008,Riyadh,Peugeot,Automatic,Saudi,Full,2018,1.0,30000,79000
Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,92000,84000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,106336,58500
A8,Dammam,Audi,Automatic,Saudi,Full,2016,3.0,42000,165000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2013,4.6,240000,105000
Sorento,Dammam,Kia,Automatic,Other,Standard,2011,2.4,160,30000
Durango,Riyadh,Dodge,Automatic,Saudi,Full,2019,8.0,13906,210000
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,82469,146500
Navara,Al-Namas,Nissan,Manual,Saudi,Semi Full,2015,2.5,119000,45000
Land Cruiser,Najran,Toyota,Automatic,Saudi,Full,2013,4.6,280,100000
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2018,2.5,173000,69500
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.5,55000,56000
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.6,43629,43500
S,Riyadh,Mercedes,Automatic,Saudi,Full,2009,3.5,174000,72000
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,236000,35000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,88000,34000
CT-S,Yanbu,Cadillac,Automatic,Saudi,Full,2011,3.0,101000,40000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,91000,30000
Van,Jeddah,Ford,Automatic,Other,Standard,2013,3.6,120,40000
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.4,82000,88000
Optima,Al-Medina,Kia,Automatic,Saudi,Full,2015,2.4,129744,49500
E,Makkah,Mercedes,Automatic,Other,Full,2016,2.0,93000,117000
Sierra,Jeddah,GMC,Automatic,Saudi,Standard,2020,3.0,24000,135000
Azera,Dammam,Hyundai,Automatic,Saudi,Full,2014,3.0,142000,50000
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2017,2.0,83000,26000
Navara,Hail,Nissan,Manual,Saudi,Standard,2016,2.5,185000,43000
Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2014,2.0,276,23900
Cerato,Dammam,Kia,Automatic,Saudi,Semi Full,2014,1.6,175000,25000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,88288,51500
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2015,3.5,140000,64000
The 7,Riyadh,BMW,Automatic,Saudi,Semi Full,2018,6.8,18000,230000
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2017,6.2,124418,120000
Victoria,Taef,Ford,Automatic,Saudi,Standard,2006,4.6,234000,22000
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015,2.5,237171,50000
Cherokee,Yanbu,Jeep,Automatic,Saudi,Standard,1998,4.0,270000,16000
XF,Makkah,Jaguar,Automatic,Saudi,Full,2015,3.5,100000,65000
CX7,Jazan,Mazda,Automatic,Saudi,Full,2010,2.3,170000,25000
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2021,4.0,4893,136500
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,68000,44000
Fusion,Jeddah,Ford,Automatic,Saudi,Standard,2014,1.6,167000,35000
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.0,160000,98000
Rio,Makkah,Kia,Automatic,Other,Standard,2014,1.4,203331,20000
Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Full,2016,4.0,26000,115000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,105285,81500
Cherokee,Jeddah,Jeep,Automatic,Other,Full,1999,2.1,250000,15000
Sonata,Al-Ahsa,Hyundai,Automatic,Unknown,Semi Full,2016,2.4,258000,38000
Marquis,Najran,Ford,Automatic,Other,Full,1999,4.6,388000,10000
RX,Jeddah,Lexus,Automatic,Saudi,Full,2019,3.5,129000,178000
500,Riyadh,Fiat,Automatic,Gulf Arabic,Full,2020,1.4,7000,115000
F150,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.0,352000,38000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016,2.4,77000,63000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2014,3.0,49000,250000
CX3,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,2.0,49000,55000
Sportage,Qassim,Kia,Automatic,Other,Semi Full,2016,1.7,90000,59000
Land Cruiser Pickup,Dammam,Toyota,Manual,Saudi,Standard,2006,4.0,406000,55000
C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2018,2.0,57000,175000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,126000,28000
Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2014,4.0,265000,100000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2012,2.4,15000,58000
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2016,2.0,280000,34000
Sonata,Tabouk,Hyundai,Automatic,Gulf Arabic,Full,2016,1.5,73000,63000
MKX,Dammam,Lincoln,Automatic,Other,Full,2016,3.7,99000,100000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,168347,30000
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Full,2009,6.2,200,70000
Acadia,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,3.6,148000,70000
Prado,Jeddah,Toyota,Manual,Other,Full,2009,4.0,300000,50000
Suburban,Dammam,Chevrolet,Automatic,Saudi,Full,2013,5.3,283000,69000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2012,2.4,257000,28000
C,Jeddah,Mercedes,Automatic,Other,Full,2017,2.0,98000,148000
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,5.3,37000,148000
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2012,4.6,180,110000
Azera,Dammam,Hyundai,Automatic,Saudi,Full,2018,3.5,76000,78000
GLC,Dammam,Mercedes,Automatic,Saudi,Full,2019,2.0,56000,223000
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.8,48000,85000
E,Jeddah,Mercedes,Automatic,Saudi,Full,2019,2.0,109007,160000
D-MAX,Riyadh,Isuzu,Manual,Saudi,Standard,2018,2.5,52849,69500
X,Riyadh,BMW,Automatic,Saudi,Full,2007,4.8,260000,28000
Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,2014,3.0,80000,230000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,55398,49000
Charger,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,129477,78500
Countryman,Al-Ahsa,MINI,Automatic,Other,Full,2016,2.0,91000,69000
H1,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,76000,59000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,99000,38500
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,1.6,27900,72000
Charger,Yanbu,Dodge,Automatic,Saudi,Full,2013,5.7,145000,35000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,90706,61500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2017,4.0,127453,166500
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2009,5.3,400,35000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,5.3,194000,108000
S,Al-Ahsa,Mercedes,Automatic,Saudi,Full,2016,3.0,14000,270000
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2016,3.5,103000,70000
F150,Al-Medina,Ford,Automatic,Saudi,Full,2017,2.8,28000,175000
Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2015,2.0,245000,30000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,2.0,96000,43000
RX5,Riyadh,MG,Automatic,Saudi,Full,2018,3.0,109000,49000
Furniture,Makkah,Toyota,Manual,Gulf Arabic,Semi Full,2010,2.7,200000,36000
Sonata,Riyadh,Hyundai,Automatic,Other,Standard,2008,2.0,382,12000
Grand Cherokee,Makkah,Jeep,Automatic,Saudi,Full,2015,5.7,196,83000
The 7,Riyadh,BMW,Automatic,Saudi,Full,2010,2.0,205,45000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,2.0,117000,39000
Corolla,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2014,1.6,197,29000
GTB 599 Fiorano,Dammam,Ferrari,Automatic,Saudi,Full,2008,6.0,59000,280000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Standard,2009,4.5,468000,65000
6,Riyadh,Mazda,Automatic,Gulf Arabic,Semi Full,2018,2.0,25712,78000
301,Jubail,Peugeot,Automatic,Saudi,Standard,2014,1.6,170000,18500
Accent,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2019,1.4,25000,39000
Optima,Taef,Kia,Manual,Other,Standard,2006,1.3,290000,6000
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,83000,66000
Prestige Plus,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.8,132300,70000
Camry,Abha,Toyota,Automatic,Saudi,Semi Full,2016,2.7,194710,55000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019,2.0,49000,82000
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Semi Full,2015,2.5,94000,37000
Suburban,Makkah,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,270,37000
Optima,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2017,2.4,75000,48000
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013,2.5,260,22500
6,Al-Medina,Mazda,Automatic,Saudi,Semi Full,2016,2.5,100000,57000
Hilux,Al-Baha,Toyota,Manual,Saudi,Full,2016,2.7,190000,65000
Land Cruiser,Tabouk,Toyota,Manual,Unknown,Full,1995,4.6,300000,20000
Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,260,40000
Countryman,Jeddah,MINI,Manual,Other,Full,2017,1.4,100000,69000
Hiace,Jeddah,Toyota,Manual,Saudi,Standard,2013,2.7,300000,42000
Taurus,Dammam,Ford,Automatic,Other,Full,2015,3.5,117000,69000
Sierra,Dammam,GMC,Automatic,Saudi,Full,2017,5.3,94000,117000
Silverado,Al-Medina,Chevrolet,Automatic,Saudi,Full,2014,8.0,48000,100000
E,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,1993,3.2,217396,35000
Datsun,Riyadh,Nissan,Manual,Saudi,Standard,1989,2.4,249,11000
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019,1.5,127000,57000
6,Riyadh,Mazda,Automatic,Other,Semi Full,2016,2.5,216000,40000
Taurus,Al-Baha,Ford,Automatic,Other,Semi Full,2010,3.5,380,28000
Innova,Dammam,Toyota,Automatic,Gulf Arabic,Full,2015,2.7,14000,43000
GS3,Al-Ahsa,GAC,Automatic,Saudi,Full,2021,1.3,9000,57000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,105000,24000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2017,2.4,88718,58000
FJ,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2013,4.0,364000,65000
Fleetwood,Al-Ahsa,Cadillac,Automatic,Other,Full,1990,5.0,109000,48000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,104688,26000
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2015,2.5,157000,47000
MKS,Jeddah,Lincoln,Automatic,Gulf Arabic,Semi Full,2018,2.0,14000,115000
Furniture,Taef,Toyota,Automatic,Saudi,Full,2015,2.7,157000,64000
Sonata,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2017,2.5,154,49000
Milan,Taef,Mercury,Automatic,Other,Full,2010,1.4,194,27000
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2010,3.6,26000,17000
IS,Jeddah,Lexus,Automatic,Saudi,Full,2018,3.5,54000,275000
Sierra,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,5.3,205000,98000
Edge,Jeddah,Ford,Automatic,Saudi,Standard,2017,3.5,89000,68000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018,3.6,75000,64000
Emgrand,Riyadh,Geely,Automatic,Saudi,Semi Full,2019,1.8,70000,35000
Camry,Jubail,Toyota,Manual,Saudi,Full,2001,1.4,399000,10000
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,246000,57000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017,3.5,136000,67000
Cayenne,Dammam,Porsche,Automatic,Gulf Arabic,Full,2017,3.0,93000,210000
Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,23000,49000
Prestige,Riyadh,Genesis,Automatic,Saudi,Semi Full,2016,3.5,203000,78000
Patrol,Najran,Nissan,Automatic,Gulf Arabic,Semi Full,2019,4.0,72000,160000
Echo Sport,Riyadh,Ford,Automatic,Saudi,Semi Full,2021,1.5,4600,55000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2016,1.6,139000,38000
S,Khobar,Mercedes,Automatic,Other,Full,2012,4.7,188000,80000
Durango,Riyadh,Dodge,Automatic,Saudi,Full,2011,5.7,199000,40000
Avalon,Qassim,Toyota,Automatic,Other,Semi Full,2016,3.5,110000,73000
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Full,2000,4.8,396000,30000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2021,5.3,700,229000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2010,1.4,147000,29000
Rav4,Riyadh,Toyota,Manual,Saudi,Semi Full,2011,1.4,135000,25000
Corolla,Dammam,Toyota,Manual,Saudi,Semi Full,2001,1.3,600000,10000
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.6,79882,50500
Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2021,1.5,1900,55000
E,Dammam,Mercedes,Automatic,Gulf Arabic,Semi Full,2016,2.0,73000,125000
FJ,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,208000,100000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2019,3.0,14000,247000
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,85000,68500
ASX,Riyadh,Mitsubishi,Automatic,Saudi,Full,2021,2.0,2300,75000
Savana,Jeddah,GMC,Automatic,Other,Full,1999,1.5,200000,11500
Charger,Dammam,Dodge,Automatic,Other,Full,2016,5.7,100000,109000
3,Al-Medina,Mazda,Automatic,Saudi,Standard,2019,1.6,53000,46500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,59800,37000
Rav4,Dammam,Toyota,Automatic,Saudi,Semi Full,2018,2.5,74000,79000
