Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Negotiable,Price
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,False,33000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2021,4.0,7456,False,146500
Land Cruiser,Aseer,Toyota,Manual,Gulf Arabic,Semi Full,1989,4.6,600000,True,0
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2012,5.7,223650,True,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,False,61000
Mustang,Dammam,Ford,Automatic,Other,Full,2016,5.0,92000,False,129000
Hiace,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,False,47000
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Semi Full,2000,1.5,50000,True,0
Marquis,Dammam,Ford,Automatic,Other,Semi Full,2010,4.6,390000,True,0
Eado,Dammam,Changan,Automatic,Saudi,Full,2017,1.6,105000,True,0
Kaptiva,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2013,2.4,195000,True,0
Yukon,Al-Ahsa,GMC,Automatic,Saudi,Standard,2009,5.3,523000,False,45000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018,1.6,57000,False,39500
Patrol,Qassim,Nissan,Automatic,Saudi,Full,2010,5.6,254000,True,0
Taurus,Al-Baha,Ford,Automatic,Unknown,Standard,2018,3.5,88000,False,78000
Innova,Riyadh,Toyota,Automatic,Saudi,Semi Full,2014,2.7,556809,True,0
Hilux,Abha,Toyota,Manual,Saudi,Semi Full,1999,2.7,375,False,19000
Optra,Dammam,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,False,7500
Accord,Jeddah,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,False,17000
Corolla,Jeddah,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,False,25000
Sonata,Taef,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,14000,False,1430
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2015,3.0,96500,False,220000
Pajero,Aseer,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,False,63000
S,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,53000,False,290000
Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2019,6.2,58678,False,261500
LX,Aseer,Lexus,Automatic,Saudi,Full,2015,5.7,248,False,200000
Senta fe,Hafar Al-Batin,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,False,45000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,False,105000
Dyna,Jazan,Isuzu,Manual,Saudi,Standard,2003,3.0,460000,True,0
Cruze,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,False,25000
Armada,Jeddah,Nissan,Automatic,Saudi,Full,2006,5.6,266000,False,25000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2018,5.7,142000,False,245000
Tucson,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,False,45000
Land Cruiser,Hail,Toyota,Manual,Saudi,Semi Full,2001,4.6,300,True,0
A8,Dammam,Audi,Automatic,Saudi,Full,2019,3.0,41000,False,325000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,False,122000
Caprice,Riyadh,Chevrolet,Automatic,Other,Standard,2011,5.7,290000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.6,79000,True,0
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,False,41000
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,False,30000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,False,132000
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,False,47000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,False,29500
Yukon,Jazan,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,False,30000
E,Dammam,Mercedes,Manual,Saudi,Standard,1983,2.0,300000,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2012,5.7,211,True,0
Duster,Riyadh,Renault,Automatic,Saudi,Standard,2018,2.0,117719,False,29500
Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,False,45000
Malibu,Makkah,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,False,22000
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2013,2.7,182000,False,68500
Patrol,Dammam,Nissan,Manual,Saudi,Standard,1992,4.6,357000,False,27000
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,False,55000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,110000,False,75000
Camry,Makkah,Toyota,Manual,Saudi,Full,2005,2.5,400000,True,0
CX9,Dammam,Mazda,Automatic,Saudi,Full,2016,2.5,91000,False,75000
Acadia,Riyadh,GMC,Automatic,Saudi,Standard,2008,3.6,260000,True,0
CX9,Jazan,Mazda,Automatic,Saudi,Semi Full,2015,3.7,93000,True,0
Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,False,128000
Armada,Jeddah,Nissan,Automatic,Gulf Arabic,Full,2007,5.6,290000,True,0
Innova,Makkah,Toyota,Automatic,Gulf Arabic,Standard,2020,2.7,49000,True,0
Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,False,32000
Wingle,Taef,Great Wall,Manual,Saudi,Semi Full,2021,2.0,10000,True,0
Focus,Riyadh,Ford,Automatic,Other,Standard,2012,1.5,180000,True,0
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Full,2016,4.0,122000,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,False,42000
Rio,Taef,Kia,Automatic,Unknown,Standard,2017,1.4,9999,True,0
Malibu,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,False,69000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,False,29000
LS,Makkah,Lexus,Automatic,Other,Full,2000,8.0,196,True,0
Land Cruiser,Al-Medina,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,False,55000
Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2015,4.0,75000,True,0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,False,29000
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,False,35000
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017,1.6,77500,False,42000
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,False,203000
C300,Riyadh,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,False,114000
ES,Riyadh,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,False,116000
Rav4,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,35000,True,0
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,False,103000
Traverse,Dammam,Chevrolet,Automatic,Other,Full,2016,3.5,154000,False,85000
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2016,1.6,74000,False,36000
S300,Dammam,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,False,74000
ES,Dammam,Lexus,Automatic,Other,Full,2016,3.5,87000,False,119000
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2004,4.0,400000,False,9000
Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2010,4.6,285000,True,0
RX5,Taef,MG,Automatic,Gulf Arabic,Full,2019,2.0,42000,False,1310
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,171000,True,0
Camry,Aseer,Toyota,Automatic,Saudi,Standard,2020,2.5,19000,True,0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,False,63000
Yaris,Riyadh,Toyota,Manual,Saudi,Standard,2007,1.5,170000,True,0
Furniture,Jeddah,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,False,65000
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,False,72000
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,False,95000
Passat,Jeddah,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,False,35000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,False,46000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2019,3.5,80000,False,355000
Altima,Riyadh,Nissan,Automatic,Saudi,Full,2017,2.5,135988,False,49500
FJ,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,False,110000
Taurus,Aseer,Ford,Automatic,Other,Semi Full,2011,3.5,400000,True,0
Traverse,Besha,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,False,20000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,False,72910
LX,Jeddah,Lexus,Automatic,Saudi,Full,2018,5.7,90000,False,350000
HRV,Riyadh,Honda,Automatic,Saudi,Standard,2021,1.8,6018,False,62000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2012,3.5,237000,False,25000
Land Cruiser Pickup,Jazan,Toyota,Manual,Saudi,Standard,2012,4.0,144928,True,0
Pajero,Dammam,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,False,109000
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.6,22000,True,0
Kona,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,False,70000
Expedition,Al-Jouf,Ford,Automatic,Saudi,Full,2003,5.4,400000,False,4000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2016,5.0,202000,True,0
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2018,3.5,128000,False,52000
Other,Riyadh,Ford,Manual,Saudi,Standard,1963,1.0,300,False,22000
Tahoe,Qassim,Chevrolet,Automatic,Other,Semi Full,2016,5.3,184000,True,0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2020,2.7,95000,True,0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,False,62000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,5.7,80897,False,350000
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2006,4.6,350000,True,0
Cerato,Riyadh,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,False,34000
Land Cruiser 70,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,2.7,182000,True,0
LS,Hail,Lexus,Automatic,Saudi,Semi Full,2003,9.0,470000,True,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,False,40500
Hilux,Al-Jouf,Toyota,Manual,Gulf Arabic,Full,2016,2.4,164000,True,0
H1,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.4,40000,True,0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,False,37500
RX5,Riyadh,MG,Automatic,Saudi,Full,2019,3.1,49000,False,1325
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,False,77000
Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2019,1.5,9900,True,0
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014,4.0,121000,False,109000
Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,4.0,255000,True,0
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,False,32000
Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,152000,False,45000
Elantra,Jubail,Hyundai,Automatic,Saudi,Semi Full,2018,2.0,200,False,1300
Yaris,Aseer,Toyota,Automatic,Other,Full,2008,1.5,300,True,0
Yukon,Al-Medina,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,False,100000
Kona,Al-Medina,Hyundai,Automatic,Saudi,Standard,2020,2.0,6400,False,1156
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,False,32000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,False,27500
Azera,Hafar Al-Batin,Hyundai,Automatic,Other,Full,2015,4.3,81000,True,0
Camaro,Dammam,Chevrolet,Automatic,Other,Full,2017,3.6,118000,False,113000
Sylvian Bus,Riyadh,Nissan,Manual,Saudi,Standard,2002,2.5,37000,False,42000
Land Cruiser,Riyadh,Toyota,Automatic,Other,Semi Full,2006,4.7,4000000,True,0
CLA,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,False,126500
Grand Cherokee,Riyadh,Jeep,Automatic,Other,Full,2012,8.0,210000,False,47000
SEL,Riyadh,Mercedes,Automatic,Other,Full,1989,3.0,186000,False,55000
Sentra,Sakaka,Nissan,Automatic,Saudi,Standard,2015,1.6,180000,True,0
ES,Al-Medina,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,128000,True,0
LX,Aseer,Lexus,Automatic,Gulf Arabic,Full,2021,5.7,5000,True,0
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,False,62000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,False,26800
Hilux,Arar,Toyota,Automatic,Saudi,Full,2020,2.7,8440,True,0
LS,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,32000,False,290000
Expedition,Dammam,Ford,Automatic,Saudi,Full,2016,3.6,265000,False,115000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,False,29000
CX9,Khobar,Mazda,Automatic,Saudi,Full,2020,2.5,29000,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,False,136000
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,247,True,0
Explorer,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,False,95000
Corolla,Riyadh,Toyota,Manual,Saudi,Semi Full,2010,1.6,606645,True,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,197289,True,0
Marquis,Jeddah,Ford,Automatic,Other,Full,2006,4.6,300,True,0
Cerato,Dammam,Kia,Automatic,Other,Semi Full,2016,1.6,146268,True,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,False,77000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,False,58000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,False,69000
Sonata,Hail,Hyundai,Automatic,Other,Full,2017,2.4,135,True,0
Mustang,Dammam,Ford,Manual,Other,Full,2010,4.6,170,False,42000
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,2012,3.5,452000,False,40000
H1,Riyadh,Hyundai,Automatic,Saudi,Full,2017,2.4,217623,True,0
Tahoe,Aseer,Chevrolet,Automatic,Other,Full,2008,3.9,300,False,29000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,False,56500
ES,Makkah,Lexus,Automatic,Saudi,Full,2009,6.0,248000,True,0
Malibu,Riyadh,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,False,17000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,False,38000
Yukon,Tabouk,GMC,Automatic,Gulf Arabic,Semi Full,2008,5.3,320000,True,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,285,True,0
Datsun,Dammam,Nissan,Manual,Saudi,Standard,2008,2.4,200000,True,0
Hilux,Najran,Toyota,Manual,Saudi,Full,2017,2.7,119000,False,69000
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,225,True,0
Hilux,Wadi Dawasir,Toyota,Manual,Saudi,Full,2018,2.4,149000,True,0
Blazer,Khobar,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,False,63000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49000,True,0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2014,2.0,152000,False,55000
IS,Al-Ahsa,Lexus,Automatic,Other,Full,2010,3.5,165000,False,45000
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2016,5.3,174000,True,0
Genesis,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,False,77000
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2011,1.6,173000,True,0
Sierra,Abha,GMC,Automatic,Other,Semi Full,2014,5.3,71000,True,0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2012,2.4,145000,True,0
Range Rover,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2017,5.0,90000,False,250000
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2016,3.3,122000,False,50000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,False,138000
Soul,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,False,30000
Furniture,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,False,79000
Compass,Riyadh,Jeep,Automatic,Saudi,Standard,2016,4.0,100,True,0
Camaro,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,6.2,161000,True,0
Corolla,Jazan,Toyota,Manual,Saudi,Semi Full,2013,1.6,250000,True,0
Ciocca,Riyadh,Toyota,Automatic,Saudi,Full,2009,5.7,343000,False,60000
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,False,85000
F150,Dammam,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,False,108000
Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015,3.5,180000,False,60000
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2010,9.0,172000,True,0
Durango,Riyadh,Dodge,Automatic,Saudi,Standard,2016,3.6,48000,True,0
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,False,45000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,23000,True,0
Attrage,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,80000,True,0
H1,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,False,26000
Traverse,Hail,Chevrolet,Automatic,Saudi,Full,2009,3.6,230000,True,0
IS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,False,197000
Land Cruiser,Taef,Toyota,Automatic,Saudi,Full,2017,5.7,63000,True,0
Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2004,1.3,40000,True,0
X-Trail,Riyadh,Nissan,Automatic,Saudi,Full,2020,2.5,3171,True,0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2011,5.3,156000,False,47000
Accord,Hail,Honda,Automatic,Other,Semi Full,2016,2.4,100,True,0
Camry,Khobar,Toyota,Manual,Other,Semi Full,2005,2.0,550000,True,0
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Standard,2017,3.5,152000,True,0
S,Tabouk,Mercedes,Automatic,Gulf Arabic,Full,2003,3.0,440000,False,16000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,60000,True,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,False,62500
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,False,49000
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2017,2.4,125000,False,65000
Accent,Qassim,Hyundai,Manual,Saudi,Standard,2008,1.6,250000,False,4000
C,Qassim,Mercedes,Automatic,Gulf Arabic,Full,2021,2.0,600,True,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.6,40000,True,0
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,180000,True,0
Camry,Najran,Toyota,Manual,Saudi,Full,2005,1.6,360000,False,22000
Caprice,Najran,Chevrolet,Automatic,Saudi,Full,2004,6.0,237000,True,0
S,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,67000,False,235000
Rio,Arar,Kia,Automatic,Saudi,Standard,2019,1.4,55500,False,884
Land Cruiser,Qassim,Toyota,Manual,Saudi,Semi Full,2002,4.6,600000,True,0
S,Dammam,Mercedes,Automatic,Other,Full,2007,4.0,315000,False,42000
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,5.3,174000,True,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,False,85000
Land Cruiser,Taef,Toyota,Manual,Gulf Arabic,Semi Full,1999,1.1,300000,True,0
ES,Jeddah,Lexus,Automatic,Other,Full,2007,3.5,196000,False,25000
LX,Jeddah,Lexus,Automatic,Saudi,Full,2007,5.7,184000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2021,4.6,3549,False,286500
Dokker,Makkah,Renault,Manual,Other,Standard,2013,1.6,167000,True,0
E,Riyadh,Mercedes,Automatic,Other,Standard,2019,2.0,28000,False,185000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2019,3.0,6000,False,470000
D-MAX,Dammam,Isuzu,Manual,Saudi,Standard,2007,2.5,570000,False,27000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,False,41500
Suburban,Jubail,GMC,Automatic,Saudi,Standard,1995,5.3,223000,True,0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,False,45500
A,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,False,179000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,False,60000
Touareg,Jeddah,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,False,12000
Bronco,Jeddah,Ford,Automatic,Other,Full,1979,4.9,26000,True,0
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,False,163000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,105,False,425000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,False,42500
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2010,8.0,700000,True,0
Carnival,Jazan,Kia,Automatic,Saudi,Full,2016,3.3,21000,False,65000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,False,80000
Lumina,Khobar,Chevrolet,Automatic,Saudi,Standard,2006,3.8,306000,False,9000
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2014,4.6,169500,True,0
LX,Abha,Lexus,Automatic,Other,Full,2005,4.8,225000,False,45000
Azera,Al-Ahsa,Hyundai,Automatic,Other,Full,2016,2.4,84000,True,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,False,33000
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2009,4.6,141000,True,0
GX,Riyadh,Lexus,Automatic,Saudi,Full,2018,4.6,53189,False,179000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,False,25000
Yukon,Taef,GMC,Automatic,Other,Full,2005,5.3,30000,True,0
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2020,2.0,32151,True,0
Dzire,Riyadh,Suzuki,Automatic,Gulf Arabic,Full,2020,1.2,8500,False,33000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2021,1.4,6000,True,0
ES,Jeddah,Lexus,Automatic,Saudi,Full,2014,2.5,27000,True,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,False,151000
Victoria,Riyadh,Ford,Automatic,Saudi,Semi Full,1999,1.0,4000,False,10000
Innova,Riyadh,Toyota,Manual,Gulf Arabic,Full,2008,2.7,489181,True,0
Land Cruiser 70,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2013,1.0,150,True,0
Tucson,Riyadh,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,False,49000
Cerato,Dammam,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,False,25000
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,False,38000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,False,108000
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2015,1.6,126000,True,0
F150,Dammam,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,False,140000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2016,2.7,184000,False,70000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,False,23000
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,False,180000
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018,2.7,175000,False,63000
E,Qassim,Mercedes,Automatic,Other,Full,2016,3.2,106642,True,0
Camaro,Tabouk,Chevrolet,Automatic,Other,Full,2010,6.2,247000,True,0
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Full,2014,4.0,410,True,0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,False,98000
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,False,80000
Land Cruiser 70,Riyadh,Toyota,Manual,Saudi,Standard,2012,4.0,94000,False,95000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018,1.6,98041,True,0
Camry,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,False,85000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37000,False,28000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,False,77000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2008,2.7,425000,True,0
Land Cruiser,Aseer,Toyota,Manual,Saudi,Standard,2008,4.6,280,True,0
Yaris,Qassim,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,False,35000
C300,Dammam,Chrysler,Automatic,Other,Full,2005,5.7,331000,False,15000
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,False,130000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,False,190000
C,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,False,110000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,False,78500
ES,Dammam,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,False,115000
Victoria,Riyadh,Ford,Automatic,Other,Full,2011,4.6,250000,True,0
Land Cruiser Pickup,Riyadh,Toyota,Manual,Saudi,Full,2019,4.0,58428,False,138500
Ciocca,Dammam,Toyota,Automatic,Saudi,Semi Full,2015,5.7,255,True,0
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2015,3.0,105000,False,190000
Datsun,Arar,Nissan,Manual,Saudi,Full,2016,1.2,60000,True,0
Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,False,23000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,False,53000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,False,22000
Impala,Dammam,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,False,77000
Accent,Jeddah,Hyundai,Automatic,Other,Standard,2016,1.4,151000,False,25000
Hilux,Yanbu,Toyota,Manual,Saudi,Full,2016,2.7,89000,True,0
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2010,1.4,273000,False,12000
Taurus,Dammam,Ford,Automatic,Other,Full,2018,3.5,100000,False,89000
